-1.098 0.370 -0.273 1.381 -0.959 -0.964 1.083 0.659 2.835 2.424 4.306 3.425 4.022 4.457 3.741 4.896 1.908 1.259 1.195 1.739 1.379 1
-1.312 -0.178 1.380 2.012 2.332 1.501 3.131 2.865 3.274 6.596 3.832 4.246 1.380 1.709 1.809 -0.249 1.492 -0.470 -0.930 -1.264 1.173 2
-0.627 0.088 -1.306 0.703 0.730 0.376 1.998 2.511 3.719 4.091 6.325 5.530 7.025 3.556 3.424 1.964 0.157 1.868 -0.356 -1.039 -0.698 2
0.020 0.744 1.810 2.233 1.282 3.073 2.120 1.715 3.545 1.721 1.702 0.555 0.992 -0.502 1.487 2.758 1.258 1.215 2.239 0.870 -0.851 3
-0.756 1.482 -0.215 -0.287 0.920 1.660 1.870 -0.522 1.593 4.337 3.873 6.166 5.057 4.958 2.577 0.577 2.300 0.891 1.612 -0.348 -0.497 1
0.849 -0.281 0.151 0.169 -0.340 -0.838 0.624 1.775 1.058 0.888 -0.537 3.132 1.429 2.654 4.816 3.933 4.628 3.950 3.820 1.853 -0.152 1
-2.436 0.094 0.437 0.810 0.342 0.300 0.272 1.441 -0.815 0.489 2.196 1.792 2.308 4.027 2.932 4.654 2.589 5.768 2.682 1.956 -0.350 1
-1.463 -1.156 1.542 1.253 0.725 2.228 1.445 4.394 6.141 2.297 4.333 2.604 2.006 1.311 3.618 1.329 1.344 -0.297 0.126 -1.181 0.140 2
-1.229 -0.845 -0.494 0.247 0.049 -1.551 -0.215 0.069 2.022 4.246 2.225 4.151 4.337 3.476 3.049 4.197 3.816 1.464 1.873 -0.170 1.175 1
-0.845 2.371 -2.087 0.051 1.157 0.537 2.119 4.379 2.340 5.984 5.860 4.892 5.728 2.605 3.289 0.890 1.053 -0.123 1.026 0.902 0.310 2
1.262 0.216 -0.653 -0.756 -0.299 -3.133 1.134 2.152 2.213 3.019 4.033 6.917 4.691 4.061 3.343 3.972 -0.611 1.875 0.479 -1.770 0.170 1
0.073 -0.532 0.097 1.695 2.054 1.816 0.201 1.632 2.422 1.732 2.022 1.372 3.739 4.156 5.236 4.951 2.683 2.103 1.335 -0.047 1.788 3
-0.336 -1.138 1.090 1.598 0.982 2.770 1.673 3.485 3.377 6.561 5.000 4.066 4.731 2.639 1.423 2.373 -0.109 -0.111 -0.432 -1.121 0.514 2
0.860 -1.141 0.280 0.295 0.623 -1.643 -0.372 -0.598 0.954 1.491 1.345 2.790 1.666 2.731 5.020 8.181 5.334 2.469 1.030 1.565 -0.605 1
-0.170 0.742 1.013 2.399 3.657 2.743 5.633 5.098 5.585 3.545 2.339 1.785 0.591 0.328 -1.892 0.515 -0.959 1.738 -1.177 -0.056 1.750 3
1.265 -0.693 0.806 1.844 3.579 3.230 5.196 4.654 2.501 4.240 0.950 1.755 2.215 -0.963 0.827 1.946 0.594 0.680 -0.120 1.250 0.047 3
0.214 0.389 1.628 1.539 -0.092 3.138 2.781 3.521 5.437 3.116 3.260 4.641 1.786 1.651 2.645 1.417 0.402 -0.687 0.687 -2.040 -0.607 2
0.041 0.453 -0.215 0.408 2.046 2.974 3.317 4.291 3.982 3.762 2.688 3.585 2.594 2.129 0.441 -1.686 0.127 0.230 0.257 1.586 0.176 2
0.281 -0.947 3.318 -0.027 0.250 -0.469 -0.275 -0.556 0.013 0.973 2.107 2.916 1.699 2.880 3.589 4.354 4.589 2.103 1.512 1.843 0.811 3
0.165 -0.722 -0.570 1.064 -0.409 0.011 0.900 0.272 -0.226 -0.666 2.147 2.032 4.357 2.703 5.106 5.471 5.121 4.497 0.924 1.897 0.055 1
-0.583 -0.789 2.699 -0.292 1.627 0.458 0.674 -0.216 1.544 -0.292 1.175 2.671 1.159 2.748 4.207 4.878 3.964 2.693 4.456 0.750 1.855 3
-0.048 -0.086 0.112 -0.099 0.686 1.199 2.771 0.719 0.465 -1.106 1.007 1.196 3.580 4.042 2.808 5.621 3.423 2.437 1.007 1.864 1.494 3
-1.794 1.333 1.713 -0.288 4.163 4.426 5.100 5.304 6.677 4.284 2.374 3.374 1.464 1.067 0.565 2.295 0.746 -0.386 -0.363 -0.648 1.574 2
1.409 0.099 -0.797 -0.228 -1.174 0.714 0.295 0.594 2.037 3.692 2.997 4.762 4.659 5.162 4.026 4.041 1.530 2.318 3.983 1.462 1.169 1
-0.952 1.464 1.009 0.854 3.485 4.864 5.301 4.493 3.765 4.350 3.171 2.211 0.516 1.186 -1.559 1.252 -1.071 -0.748 0.359 0.815 0.649 2
-1.061 -0.630 1.486 0.667 2.520 1.320 3.216 5.209 4.880 2.403 4.376 5.678 3.896 -0.076 0.826 0.271 0.597 -0.453 1.281 -0.216 1.499 2
0.599 0.683 0.395 -1.221 1.184 2.953 2.238 3.141 2.087 3.056 2.724 2.488 1.186 3.475 4.007 2.573 3.512 1.940 2.603 0.542 1.319 3
1.104 -1.024 0.679 1.842 2.270 0.884 1.250 2.050 2.016 0.858 0.967 1.028 3.597 1.079 2.128 2.449 3.590 1.630 2.385 -0.237 0.543 3
1.968 1.078 2.985 3.303 2.070 3.132 1.933 1.025 2.195 3.245 1.498 2.523 2.577 0.033 2.076 1.863 2.697 3.319 2.602 1.361 0.578 3
-0.632 -0.893 -0.429 -0.312 -0.415 1.092 -1.238 0.535 2.427 4.124 3.305 3.115 3.786 6.334 4.596 3.230 2.920 0.748 -0.009 -0.809 0.234 1
